70,15,-30,30,0,-17,0,16,-25,25,0,-12,0,0,0,-20,20,40,0,-20,-10,-40,0,0,0,0,0,0,0,0,2,2,0x0
80,18,-40,50,-45,-17,0,16,-25,25,20,-12,0,0,0,20,20,50,0,-60,-10,-50,0,0,0,0,0,0,0,0,3,3,0x0
10,18,-20,65,25,-17,0,16,-25,25,-5,-12,0,0,0,-60,20,40,0,20,-10,-40,0,0,0,0,0,0,0,0,4,4,0x0
5,18,0,70,20,-17,0,16,-25,25,-5,-12,0,0,0,-60,20,40,0,20,-10,-40,0,0,0,0,0,0,0,0,5,5,0x0
35,18,-41,43,0,-19,0,16,-25,25,0,-12,0,0,0,-30,20,50,0,-30,-10,-50,0,0,0,0,0,0,0,0,6,6,0x0
100,0,-20,20,0,0,0,0,-20,20,0,0,0,0,0,0,0,10,0,0,0,-10,0,0,0,0,0,0,0,0,7,7,0x0
0,0,-20,20,0,0,0,0,-20,20,0,0,0,0,0,0,0,10,0,0,0,-10,0,0,0,0,0,0,0,0,8,8,0x0
0,0,-20,20,0,0,0,0,-20,20,0,0,0,0,0,0,0,10,0,0,0,-10,0,0,0,0,0,0,0,0,9,9,0x0
0,0,-20,20,0,0,0,0,-20,20,0,0,0,0,0,0,0,10,0,0,0,-10,0,0,0,0,0,0,0,0,10,10,0x0
0,0,-20,20,0,0,0,0,-20,20,0,0,0,0,0,0,0,10,0,0,0,-10,0,0,0,0,0,0,0,0,11,11,0x0
0,0,-20,20,0,0,0,0,-20,20,0,0,0,0,0,0,0,10,0,0,0,-10,0,0,0,0,0,0,0,0,12,12,0x0
0,0,-20,20,0,0,0,0,-20,20,0,0,0,0,0,0,0,10,0,0,0,-10,0,0,0,0,0,0,0,0,13,13,0x0
0,0,-20,20,0,0,0,0,-20,20,0,0,0,0,0,0,0,10,0,0,0,-10,0,0,0,0,0,0,0,0,14,14,0x0
0,0,-20,20,0,0,0,0,-20,20,0,0,0,0,0,0,0,10,0,0,0,-10,0,0,0,0,0,0,0,0,15,15,0x0
0,0,-20,20,0,0,0,0,-20,20,0,0,0,0,0,0,0,10,0,0,0,-10,0,0,0,0,0,0,0,0,16,16,0x0
0,0,-20,20,0,0,0,0,-20,20,0,0,0,0,0,0,0,10,0,0,0,-10,0,0,0,0,0,0,0,0,17,17,0x0
